date,appliance_type,ambient_temperature,process_temperature,rotational_speed,torque,service_required,TWF,HDF,PWF,OSF,RNF,temp_diff,device_age_months,failure_risk_score,risk_category,device_id,day,power_consumption_kwh,ambient_temperature_energy,usage_hours_daily,energy_per_hour,region,appliance_type_energy
5705,L,302.5,311.8,1335.0,52.7,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,4.5,0.13992044,Low Risk,5704,2016-01-31,18.64,7.171527777777778,2.4,7.7666666666666675,West,Refrigerator
5706,L,302.4,311.9,1452.0,43.1,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.566666666666666,0.002917902,Low Risk,5705,2016-01-28,5.4,5.8694444444444445,2.4,2.2500000000000004,East,Washing Machine
5707,L,302.4,311.9,1290.0,70.0,1.0,0.0,0.0,1.0,0.0,0.0,9.5,4.633333333333334,0.9956252,High Risk,5706,2016-03-07,20.54,1.6152777777777778,2.4,8.558333333333334,North,AC
5708,L,302.4,311.8,1448.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,4.7,0.005385237,Low Risk,5707,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
5709,L,302.3,311.7,1611.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,4.766666666666667,0.003483603,Low Risk,5708,2016-01-29,6.92,6.651736111111111,2.4,2.8833333333333333,West,AC
5710,L,302.2,311.7,1556.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.833333333333333,0.004155492,Low Risk,5709,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
5711,H,302.2,311.7,1413.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.9,0.023978692,Low Risk,5710,2016-04-16,19.32,9.08611111111111,2.4,8.05,East,AC
5712,L,302.2,311.6,1545.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,5.066666666666666,0.0078420825,Low Risk,5711,2016-05-20,9.32,13.777430555555556,2.4,3.8833333333333337,North,Washing Machine
5713,L,302.2,311.7,1330.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.133333333333334,0.023485005,Low Risk,5712,2016-01-31,18.64,7.171527777777778,2.4,7.7666666666666675,West,Refrigerator
5714,L,302.2,311.9,1596.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,5.2,0.0034720893,Low Risk,5713,2016-02-19,17.15,3.1631944444444446,2.4,7.145833333333333,East,Washing Machine
5715,L,302.2,311.8,1618.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,5.266666666666667,0.0043148333,Low Risk,5714,2016-03-17,12.51,4.597222222222222,2.4,5.2125,West,Refrigerator
5716,H,302.2,311.9,1597.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,5.333333333333333,0.0014753627,Low Risk,5715,2016-05-16,14.42,10.286805555555555,2.4,6.008333333333334,East,Refrigerator
5717,L,302.3,312.0,1354.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,5.5,0.022792974,Low Risk,5716,2016-03-05,13.16,2.7503472222222225,2.4,5.483333333333333,South,Washing Machine
5718,L,302.3,312.0,1746.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,5.566666666666666,0.0013346005,Low Risk,5717,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
5719,L,302.4,312.0,1621.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,5.633333333333334,0.0022739572,Low Risk,5718,2016-04-17,15.25,5.509375,2.4,6.354166666666667,West,AC
5720,L,302.3,312.0,1398.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,5.7,0.0033889313,Low Risk,5719,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
5721,L,302.3,311.9,1434.0,51.9,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,5.766666666666667,0.040148146,Low Risk,5720,2016-05-04,11.370000000000001,9.895833333333334,2.4,4.737500000000001,North,Washing Machine
5722,M,302.3,311.8,1443.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.833333333333333,0.0066181915,Low Risk,5721,2016-05-06,14.51,15.878472222222221,2.4,6.045833333333333,West,Washing Machine
5723,L,302.2,311.7,1488.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.933333333333334,0.006897022,Low Risk,5722,2016-04-06,12.61,8.603124999999999,2.4,5.254166666666666,East,AC
5724,M,302.3,311.8,1475.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.0,0.04076507,Low Risk,5723,2016-03-31,11.4,6.925,2.4,4.75,North,Refrigerator
5725,L,302.3,311.8,1433.0,50.3,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.1,0.05413917,Low Risk,5724,2016-03-16,22.81,5.24375,2.4,9.504166666666666,East,Refrigerator
5726,M,302.3,311.8,1557.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.166666666666667,0.018652624,Low Risk,5725,2016-01-29,6.92,6.651736111111111,2.4,2.8833333333333333,West,AC
5727,M,302.4,311.9,1398.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.266666666666667,0.03515099,Low Risk,5726,2016-05-24,13.85,11.568750000000001,2.4,5.770833333333333,North,AC
5728,M,302.3,311.8,1559.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.366666666666666,0.021242786,Low Risk,5727,2016-05-07,13.99,18.51909722222222,2.4,5.829166666666667,West,Refrigerator
5729,M,302.4,311.9,1422.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.466666666666667,0.023985188,Low Risk,5728,2016-02-21,12.76,10.849652777777777,2.4,5.316666666666666,South,AC
5730,M,302.3,311.8,1463.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.566666666666666,0.021110417,Low Risk,5729,2016-02-21,12.76,10.849652777777777,2.4,5.316666666666666,South,AC
5731,L,302.3,311.7,1793.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,6.666666666666667,0.003613281,Low Risk,5730,2016-03-09,12.5,5.178819444444445,2.4,5.208333333333334,East,Washing Machine
5732,L,302.2,311.6,1872.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,6.733333333333333,0.005442764,Low Risk,5731,2016-01-30,18.79,6.920138888888889,2.4,7.829166666666667,South,AC
5733,L,302.2,311.7,1412.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.8,0.056844585,Low Risk,5732,2016-03-23,12.25,7.007638888888888,2.4,5.104166666666667,East,Washing Machine
5734,L,302.3,311.8,1487.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.866666666666666,0.24833919,Low Risk,5733,2016-01-27,6.57,10.219097222222222,2.4,2.7375000000000003,South,Washing Machine
5735,L,302.3,311.8,1369.0,56.2,1.0,0.0,0.0,0.0,1.0,0.0,9.5,6.933333333333334,0.99462754,High Risk,5734,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
5736,L,302.4,311.8,1673.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,7.0,0.06937892,Low Risk,5735,2016-01-12,12.34,5.566319444444444,2.4,5.141666666666667,South,AC
5737,M,302.4,311.9,1439.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,7.066666666666666,0.06685528,Low Risk,5736,2016-03-13,9.780000000000001,3.911805555555555,2.4,4.075000000000001,South,Refrigerator
5738,L,302.3,311.8,1574.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,9.5,7.166666666666667,0.4465223,Medium Risk,5737,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
5739,L,302.3,311.7,1281.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.0,0.023472842,Low Risk,5738,2016-04-19,10.43,8.893055555555556,2.4,4.345833333333333,South,Washing Machine
5740,M,302.2,311.7,1653.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.06666666666666667,0.002876612,Low Risk,5739,2016-01-29,6.92,6.651736111111111,2.4,2.8833333333333333,West,AC
5741,M,302.3,311.7,1535.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.16666666666666666,0.0022221548,Low Risk,5740,2016-01-27,6.57,10.219097222222222,2.4,2.7375000000000003,South,Washing Machine
5742,M,302.3,311.7,1483.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.26666666666666666,0.0021492704,Low Risk,5741,2016-03-19,16.37,5.642361111111111,2.4,6.820833333333334,East,Washing Machine
5743,L,302.3,311.7,1414.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.36666666666666664,0.019381149,Low Risk,5742,2016-05-06,14.51,15.878472222222221,2.4,6.045833333333333,West,Washing Machine
5744,M,302.2,311.6,1379.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,0.43333333333333335,0.009292192,Low Risk,5743,2016-03-31,11.4,6.925,2.4,4.75,North,Refrigerator
5745,H,302.2,311.5,1482.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,0.5333333333333333,0.0024642807,Low Risk,5744,2016-02-18,12.06,1.1670138888888888,2.4,5.025,West,Refrigerator
5746,L,302.1,311.5,1987.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.7,0.0022822386,Low Risk,5745,2016-02-15,16.95,2.7444444444444445,2.4,7.0625,West,AC
5747,M,302.1,311.5,1635.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.7666666666666667,0.004926053,Low Risk,5746,2016-05-21,23.28,17.851041666666667,2.4,9.700000000000001,North,AC
5748,L,302.1,311.5,1533.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,0.8666666666666667,0.0043102084,Low Risk,5747,2016-02-08,21.22,7.980208333333333,2.4,8.841666666666667,West,AC
5749,M,302.2,311.7,1576.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.9333333333333333,0.002842823,Low Risk,5748,2016-03-01,10.42,2.4524305555555554,2.4,4.341666666666667,West,AC
5750,H,302.2,311.8,1330.0,62.4,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,1.0333333333333334,0.026216038,Low Risk,5749,2016-01-24,21.64,6.887847222222223,2.4,9.016666666666667,East,Washing Machine
5751,L,302.2,311.8,1981.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,1.2,0.0009838805,Low Risk,5750,2016-03-19,16.37,5.642361111111111,2.4,6.820833333333334,East,Washing Machine
5752,H,302.3,311.8,1475.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.2666666666666666,0.0024018427,Low Risk,5751,2016-03-07,20.54,1.6152777777777778,2.4,8.558333333333334,North,AC
5753,H,302.3,311.8,1804.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.4333333333333333,0.0007251056,Low Risk,5752,2016-01-22,6.58,1.5989583333333333,2.4,2.7416666666666667,North,Washing Machine
5754,L,302.2,311.6,1416.0,54.1,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,1.6,0.074555084,Low Risk,5753,2016-01-27,6.57,10.219097222222222,2.4,2.7375000000000003,South,Washing Machine
5755,L,302.1,311.5,1727.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,1.6666666666666667,0.0021831454,Low Risk,5754,2016-02-09,18.11,4.990972222222222,2.4,7.545833333333333,South,AC
5756,L,302.1,311.4,1391.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,1.7333333333333334,0.070151426,Low Risk,5755,2016-04-07,9.91,7.427083333333333,2.4,4.129166666666667,South,AC
5757,M,302.0,311.5,1366.0,52.3,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.8,0.123155326,Low Risk,5756,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
5758,L,301.9,311.3,1366.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,1.9,0.13395676,Low Risk,5757,2016-02-02,11.22,8.3,2.4,4.675000000000001,West,AC
5759,L,301.9,311.3,1501.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,1.9666666666666666,0.0038312604,Low Risk,5758,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
5760,L,301.8,311.3,1551.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,9.5,2.033333333333333,0.0033791487,Low Risk,5759,2016-03-29,13.17,8.307291666666666,2.4,5.4875,South,Washing Machine
5761,M,301.9,311.3,1522.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,2.1,0.0042458833,Low Risk,5760,2016-02-11,15.3,3.5381944444444446,2.4,6.375000000000001,South,Washing Machine
5762,L,301.9,311.2,1369.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,2.2,0.06989923,Low Risk,5761,2016-01-19,11.99,-2.9291666666666667,2.4,4.995833333333334,West,Refrigerator
5763,L,301.8,311.2,1334.0,52.3,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,2.2666666666666666,0.05494641,Low Risk,5762,2016-01-25,9.47,9.531597222222222,2.4,3.9458333333333337,West,Washing Machine
5764,H,301.8,311.2,1451.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,2.3333333333333335,0.0020078486,Low Risk,5763,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
5765,L,301.7,311.2,1589.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,9.5,2.5,0.0040507084,Low Risk,5764,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
5766,L,301.7,311.3,1708.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,2.566666666666667,0.0031190936,Low Risk,5765,2016-03-26,15.69,9.208333333333334,2.4,6.5375,West,AC
5767,M,301.7,311.2,1413.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,2.6333333333333333,0.014587067,Low Risk,5766,2016-03-15,14.01,4.321180555555555,2.4,5.8375,West,AC
5768,M,301.6,311.2,1415.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,2.7333333333333334,0.04392608,Low Risk,5767,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
5769,L,301.7,311.3,1421.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,2.8333333333333335,0.029182805,Low Risk,5768,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
5770,L,301.7,311.3,1348.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,2.9,0.03651212,Low Risk,5769,2016-01-20,16.48,-1.621875,2.4,6.866666666666667,East,AC
5771,L,301.6,311.2,1408.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,2.966666666666667,0.008935919,Low Risk,5770,2016-02-26,13.55,3.078125,2.4,5.645833333333334,West,AC
5772,L,301.6,311.2,1525.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,3.033333333333333,0.0039501674,Low Risk,5771,2016-05-12,10.4,16.525694444444444,2.4,4.333333333333334,South,AC
5773,L,301.6,311.3,1706.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,3.1,0.0024316034,Low Risk,5772,2016-03-09,12.5,5.178819444444445,2.4,5.208333333333334,East,Washing Machine
5774,H,301.6,311.2,1395.0,46.8,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,3.1666666666666665,0.012346377,Low Risk,5773,2016-04-15,18.92,11.671875,2.4,7.883333333333335,South,AC
5775,L,301.5,311.1,1602.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,3.3333333333333335,0.0040410417,Low Risk,5774,2016-04-22,24.57,11.141666666666667,2.4,10.2375,West,Refrigerator
5776,L,301.6,311.1,1907.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.4,0.0017686152,Low Risk,5775,2016-05-13,24.28,16.774652777777778,2.4,10.116666666666667,West,Washing Machine
5777,L,301.6,311.1,1325.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.466666666666667,0.014514441,Low Risk,5776,2016-04-05,22.3,10.737152777777778,2.4,9.291666666666668,East,Refrigerator
5778,L,301.6,311.1,1408.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.533333333333333,0.014781359,Low Risk,5777,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
5779,M,301.7,311.1,1489.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,3.6,0.0049359333,Low Risk,5778,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
5780,L,301.6,311.1,1680.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.7,0.0038697163,Low Risk,5779,2016-01-28,5.4,5.8694444444444445,2.4,2.2500000000000004,East,Washing Machine
5781,L,301.7,311.2,1517.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.7666666666666666,0.003928891,Low Risk,5780,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
5782,M,301.7,311.1,1618.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,3.8333333333333335,0.0048073,Low Risk,5781,2016-03-22,10.24,6.911805555555556,2.4,4.266666666666667,North,Refrigerator
5783,L,301.7,311.1,1455.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,3.933333333333333,0.0047199526,Low Risk,5782,2016-03-04,13.73,4.074305555555556,2.4,5.720833333333334,West,Refrigerator
5784,H,301.8,311.1,1543.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,4.0,0.0019163806,Low Risk,5783,2016-03-21,11.200000000000001,6.973958333333333,2.4,4.666666666666667,North,AC
5785,M,301.8,311.1,1399.0,41.8,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,4.166666666666667,0.015380557,Low Risk,5784,2016-02-17,9.620000000000001,-0.4972222222222222,2.4,4.008333333333334,North,Refrigerator
5786,L,301.7,311.1,1469.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,4.266666666666667,0.0056556268,Low Risk,5785,2016-05-26,21.17,14.92361111111111,2.4,8.820833333333335,East,AC
5787,L,301.7,311.2,1521.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.333333333333333,0.004903011,Low Risk,5786,2016-02-14,14.75,2.732291666666667,2.4,6.145833333333334,East,Refrigerator
5788,L,301.7,311.3,1584.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,4.4,0.004475755,Low Risk,5787,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
5789,L,301.8,311.5,1443.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,4.466666666666667,0.0046085636,Low Risk,5788,2016-05-22,15.86,15.51388888888889,2.4,6.608333333333333,South,Washing Machine
5790,M,301.8,311.5,1416.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,4.533333333333333,0.029821495,Low Risk,5789,2016-01-14,21.8,3.4319444444444445,2.4,9.083333333333334,South,AC
5791,M,301.7,311.2,1563.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.633333333333334,0.0052102897,Low Risk,5790,2016-02-02,11.22,8.3,2.4,4.675000000000001,West,AC
5792,M,301.8,311.3,1542.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.733333333333333,0.0048712413,Low Risk,5791,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
5793,M,301.8,311.3,1624.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.833333333333333,0.0069339443,Low Risk,5792,2016-05-14,14.34,9.61736111111111,2.4,5.9750000000000005,North,Washing Machine
5794,L,301.8,311.3,1471.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.933333333333334,0.0089976275,Low Risk,5793,2016-03-05,13.16,2.7503472222222225,2.4,5.483333333333333,South,Washing Machine
5795,M,301.9,311.5,1492.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,5.0,0.006341857,Low Risk,5794,2016-03-18,9.02,3.826388888888889,2.4,3.7583333333333333,South,Refrigerator
5796,M,301.9,311.4,1465.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.1,0.0068650525,Low Risk,5795,2016-04-07,9.91,7.427083333333333,2.4,4.129166666666667,South,AC
5797,L,301.7,311.1,1399.0,55.1,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,5.2,0.15702222,Low Risk,5796,2016-01-11,5.74,5.9226190476190474,0.7,8.200000000000001,South,AC
5798,L,301.6,311.0,1431.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,5.266666666666667,0.015859675,Low Risk,5797,2016-05-24,13.85,11.568750000000001,2.4,5.770833333333333,North,AC
5799,L,301.5,310.9,1600.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,5.333333333333333,0.028799614,Low Risk,5798,2016-04-14,12.35,9.322569444444445,2.4,5.145833333333333,North,Washing Machine
5800,L,301.5,310.8,1593.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.4,0.017971326,Low Risk,5799,2016-04-25,10.82,4.853472222222222,2.4,4.508333333333334,East,Washing Machine
5801,L,301.5,310.9,1469.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,5.466666666666667,0.02817382,Low Risk,5800,2016-05-22,15.86,15.51388888888889,2.4,6.608333333333333,South,Washing Machine
5802,L,301.5,310.8,1413.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.533333333333333,0.042175706,Low Risk,5801,2016-04-27,10.81,4.772916666666666,2.4,4.504166666666667,West,AC
5803,L,301.4,310.8,1490.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,5.6,0.022924025,Low Risk,5802,2016-02-21,12.76,10.849652777777777,2.4,5.316666666666666,South,AC
5804,L,301.5,310.9,1671.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,5.666666666666667,0.027763769,Low Risk,5803,2016-04-21,11.07,11.9125,2.4,4.612500000000001,South,Washing Machine
5805,L,301.5,310.9,1365.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,5.733333333333333,0.05490937,Low Risk,5804,2016-05-13,24.28,16.774652777777778,2.4,10.116666666666667,West,Washing Machine
5806,M,301.4,310.9,1557.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.8,0.020189803,Low Risk,5805,2016-04-22,24.57,11.141666666666667,2.4,10.2375,West,Refrigerator
5807,L,301.4,310.9,1440.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.9,0.03482478,Low Risk,5806,2016-03-24,10.1,7.156944444444444,2.4,4.208333333333333,West,AC
5808,M,301.4,310.9,1489.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.966666666666667,0.062361088,Low Risk,5807,2016-04-27,10.81,4.772916666666666,2.4,4.504166666666667,West,AC
5809,L,301.4,311.0,1733.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,6.066666666666666,0.0054508667,Low Risk,5808,2016-05-11,10.67,17.57326388888889,2.4,4.445833333333334,South,Washing Machine
5810,H,301.3,311.0,1580.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.133333333333334,0.004868341,Low Risk,5809,2016-01-27,6.57,10.219097222222222,2.4,2.7375000000000003,South,Washing Machine
5811,L,301.3,311.0,1856.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.3,0.004945402,Low Risk,5810,2016-03-21,11.200000000000001,6.973958333333333,2.4,4.666666666666667,North,AC
5812,L,301.3,311.1,1454.0,40.3,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.366666666666666,0.013699203,Low Risk,5811,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
5813,L,301.4,311.1,1495.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,9.700000000000045,6.433333333333334,0.019189632,Low Risk,5812,2016-02-20,14.51,8.41875,2.4,6.045833333333333,West,AC
5814,L,301.2,311.0,1761.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.5,0.0062683225,Low Risk,5813,2016-05-08,9.87,19.372569444444444,2.4,4.1125,North,AC
5815,M,301.3,311.0,1402.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.566666666666666,0.014163302,Low Risk,5814,2016-02-24,11.23,2.0218749999999996,2.4,4.679166666666667,South,Refrigerator
5816,L,301.2,311.0,1670.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.666666666666667,0.010099326,Low Risk,5815,2016-03-08,10.77,3.252083333333333,2.4,4.4875,South,Washing Machine
5817,L,301.3,311.0,1582.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.733333333333333,0.028554978,Low Risk,5816,2016-05-15,14.98,8.556597222222221,2.4,6.241666666666667,East,AC
5818,L,301.3,311.0,1542.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.8,0.07124334,Low Risk,5817,2016-02-23,12.77,4.321180555555555,2.4,5.320833333333334,South,AC
5819,L,301.3,311.0,1539.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.866666666666666,0.29985565,Low Risk,5818,2016-01-25,9.47,9.531597222222222,2.4,3.9458333333333337,West,Washing Machine
5820,L,301.3,311.0,1418.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,6.933333333333334,0.4393465,Medium Risk,5819,2016-03-28,18.330000000000002,8.929513888888888,2.4,7.637500000000001,North,AC
5821,L,301.3,311.1,1723.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.0,0.052032806,Low Risk,5820,2016-03-20,16.15,5.882986111111111,2.4,6.729166666666666,North,Refrigerator
5822,L,301.3,311.1,1303.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.066666666666666,0.48751903,Medium Risk,5821,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
5823,M,301.3,311.0,1463.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,7.133333333333334,0.13193804,Low Risk,5822,2016-01-13,13.97,4.856944444444444,2.4,5.820833333333334,East,Washing Machine
5824,L,301.2,311.0,1544.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.233333333333333,0.4925954,Medium Risk,5823,2016-04-05,22.3,10.737152777777778,2.4,9.291666666666668,East,Refrigerator
5825,L,301.2,311.0,1596.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.3,0.41164634,Medium Risk,5824,2016-03-24,10.1,7.156944444444444,2.4,4.208333333333333,West,AC
5826,L,301.3,311.1,1413.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.366666666666666,0.49616998,Medium Risk,5825,2016-03-01,10.42,2.4524305555555554,2.4,4.341666666666667,West,AC
